2015-11-09 11:27:45,394 INFO  [log] 
2015-11-09 11:31:10,946 INFO  [log] 
2015-11-09 11:35:05,796 INFO  [log] 
2015-11-09 11:39:22,067 INFO  [log] 
2015-11-09 11:44:01,092 INFO  [log] 
2015-11-09 11:46:27,385 INFO  [log] 
2015-11-09 11:59:54,146 INFO  [log] 
2015-11-09 12:01:45,156 INFO  [log] 
2015-11-09 12:04:59,350 INFO  [log] 
2015-11-09 12:06:36,439 INFO  [log] 
2015-11-09 12:07:50,052 INFO  [log] 
2015-11-09 12:08:22,518 INFO  [log] 
2015-11-09 12:08:26,674 INFO  [log] 
2015-11-09 12:08:26,734 INFO  [log] 
2015-11-09 12:08:35,096 INFO  [log] 
2015-11-09 12:08:37,711 INFO  [log] 
2015-11-09 12:08:37,714 INFO  [log] 
2015-11-09 12:12:25,058 INFO  [log] 
2015-11-09 12:12:38,084 INFO  [log] 
2015-11-09 12:12:41,945 INFO  [log] 
2015-11-09 12:12:52,607 INFO  [log] 
2015-11-09 12:12:52,608 INFO  [log] 
2015-11-09 12:13:13,695 INFO  [log] 
2015-11-09 12:13:13,696 INFO  [log] 
2015-11-09 12:13:23,152 INFO  [log] 
2015-11-09 12:13:27,267 INFO  [log] 
2015-11-09 12:13:31,165 INFO  [log] 
2015-11-09 12:13:31,166 INFO  [log] 
2015-11-09 12:13:58,853 INFO  [log] 
2015-11-09 12:14:06,462 INFO  [log] 
2015-11-09 12:14:13,552 INFO  [log] 
2015-11-09 12:14:13,554 INFO  [log] 
2015-11-09 12:14:23,602 INFO  [log] 
2015-11-09 12:14:28,800 INFO  [log] 
2015-11-09 12:14:42,176 INFO  [log] 
2015-11-09 12:14:42,178 INFO  [log] 
2015-11-09 12:18:29,088 INFO  [log] 
2015-11-09 12:30:14,036 INFO  [log] 
2015-11-09 12:30:20,280 INFO  [log] 
2015-11-09 12:30:29,232 INFO  [log] 
2015-11-09 12:30:29,234 INFO  [log] 
2015-11-09 12:30:36,061 INFO  [log] 
2015-11-09 12:30:36,062 INFO  [log] 
2015-11-09 12:30:38,927 INFO  [log] 
2015-11-09 12:30:39,824 INFO  [log] 
2015-11-09 12:30:45,543 INFO  [log] 
2015-11-09 12:30:51,375 INFO  [log] 
2015-11-09 12:31:00,641 INFO  [log] 
2015-11-09 12:46:56,609 INFO  [log] 
2015-11-09 12:47:02,273 INFO  [log] 
2015-11-09 12:48:16,858 INFO  [log] 
2015-11-09 12:48:20,532 INFO  [log] 
2015-11-09 12:48:47,338 INFO  [log] 
2015-11-09 12:48:51,470 INFO  [log] 
2015-11-09 13:45:58,156 INFO  [log] 
2015-11-09 13:46:54,723 INFO  [log] 
2015-11-09 13:47:00,689 INFO  [log] 
2015-11-09 13:49:42,250 INFO  [log] 
2015-11-09 14:11:10,776 INFO  [log] 
2015-11-09 14:11:29,697 INFO  [log] 
2015-11-09 14:11:33,747 INFO  [log] 
2015-11-09 14:11:33,748 INFO  [log] 
2015-11-09 14:12:31,167 INFO  [log] 
2015-11-09 14:12:34,271 INFO  [log] 
2015-11-09 14:12:37,876 INFO  [log] 
2015-11-09 14:12:39,389 INFO  [log] 
2015-11-09 14:12:51,786 INFO  [log] 
2015-11-09 14:12:55,279 INFO  [log] 
2015-11-09 14:12:55,280 INFO  [log] 
2015-11-09 14:19:40,248 INFO  [log] 
2015-11-09 14:22:05,244 INFO  [log] 
2015-11-09 14:23:34,674 INFO  [log] 
2015-11-09 14:23:39,065 INFO  [log] 
2015-11-09 14:23:43,435 INFO  [log] 
2015-11-09 14:23:51,833 INFO  [log] 
2015-11-09 14:23:51,834 INFO  [log] 
2015-11-09 14:23:55,800 INFO  [log] 
2015-11-09 14:23:55,801 INFO  [log] 
2015-11-09 14:24:06,151 INFO  [log] 
2015-11-09 14:24:10,119 INFO  [log] 
2015-11-09 14:24:21,260 INFO  [log] 
2015-11-09 14:24:23,433 INFO  [log] 
2015-11-09 14:24:23,435 INFO  [log] 
2015-11-09 14:24:28,143 INFO  [log] 
2015-11-09 14:24:28,146 INFO  [log] 
2015-11-09 14:28:47,799 INFO  [log] 
2015-11-09 14:35:13,135 INFO  [log] 
2015-11-09 14:35:13,138 INFO  [log] 
2015-11-09 14:36:29,657 INFO  [log] 
2015-11-09 14:36:39,081 INFO  [log] 
2015-11-09 14:36:49,009 INFO  [log] 
2015-11-09 14:36:49,010 INFO  [log] 
2015-11-09 14:39:23,085 INFO  [log] 
2015-11-09 14:39:27,941 INFO  [log] 
2015-11-09 14:39:35,964 INFO  [log] 
2015-11-09 14:39:35,966 INFO  [log] 
2015-11-09 14:41:54,836 INFO  [log] 
2015-11-09 14:41:59,833 INFO  [log] 
2015-11-09 14:42:07,358 INFO  [log] 
2015-11-09 14:42:07,359 INFO  [log] 
2015-11-09 14:45:28,535 INFO  [log] 
2015-11-09 14:45:33,821 INFO  [log] 
2015-11-09 14:45:41,604 INFO  [log] 
2015-11-09 14:45:41,605 INFO  [log] 
2015-11-09 14:54:43,457 INFO  [log] 
2015-11-09 14:54:48,920 INFO  [log] 
2015-11-09 14:55:00,614 INFO  [log] 
2015-11-09 14:55:00,616 INFO  [log] 
